Level,Brand,Main,Category,Parent,Market,Why?,Proof,Alternatives
DO_NOT_BUY,Eukanuba,Pet Products,Dog Food,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Eva NYC,Personal Care-Hair,Hair Care | Shampoo,Bansk Group,,Eva NYC products are made in Israel.,https://eva-nyc.com/pages/faqs,
DO_NOT_BUY,Eva Water,Food-Beverage,Water,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Evax,Personal Care-Hygiene,Feminine Products,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Evian Water,Food-Beverage,Water,Danone S.A.,,Danone is a French multinational food-products corporation that holds 20% shares of IsraelÕs Strauss Group food company.,https://www.strauss-group.com/partner/partnership_danone/,
DO_NOT_BUY,Evolve Protein,Food,Fitness Food | Protein Drinks,PepsiCo,,"The owner of Evolve, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Excel Gum,Food-Sweets,Chewing Gum,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Exelcat,Pet Products,Cat Food,Mars,Germany,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Exelpet,Pet Products,Pet Health,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Extra Gum,Food-Sweets,Chewing Gum,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Extreme Ice Cream,Food,Ice Cream,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Eylure,Personal Care-Beauty,Cosmetics-Eyes,PDC Brands,,"PDC Brands is owned by CVC Capital, which has significant investments in Israel.",https://www.algemeiner.com/tag/cvc-capital-partners/,
DO_NOT_BUY,EZ Flow Nail Systems,Personal Care-Beauty,Cosmetics-Nails,American International Industries,,"American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.",https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/,
DO_NOT_BUY,Fab Detergent,Household-Cleaning,Laundry Detergent,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Fabuloso Cleaner,Household-Cleaning,Cleaner,Colgate Palmolive,,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Fair and Lovely,Personal Care-Beauty,Skin Lightening,Unilever,Asia,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Fairlife,Food,Healthy Food,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Fairy Detergent,Household-Cleaning,Laundry Detergent,Procter and Gamble,Europe | MENA,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Falim Gum,Food-Sweets,Chewing Gum,Mondelez International,Turkey,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,Fanacoa,Food,Ketchup | Mustard | Mayonnaise | Sauces,Unilever,Latin America,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Fancy Feast,Pet Products,Cat Food,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Fanta,Food-Beverage,Soda,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Far Coast Coffee,Food-Beverage,Coffee,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Farmacy,Personal Care-Beauty,Skincare,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,FDS Deodorant,Personal Care-Hygiene,Deodorant-Women,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Febreze,Household-Cleaning,Air Spray,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Felix Cat Food,Pet Products,Cat Food,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Femibion,Personal Care-Health,Vitamins and Supplements,Procter and Gamble,Europe | China,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Fendi,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Linens,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Fenistil,Personal Care-Health,Allergy Medicine,Haleon,,"Haleon stock is closely held by Glaxo Smith Kline and Pfizer, who both have production facilities and large investment in Israel.",https://www.mayniaga.com/unveiling-sensodynes-controversial-links-to-israel,
DO_NOT_BUY,Fibersource,Personal Care-Health,Prebiotic,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Fiji Water,Food-Beverage,Water,The Wonderful Company,,The Wonderful Company owners Stewart and Lynda Resnick donated $50 million to Israel's Technion Institute for furthering sustainable development while ignoring justice for Palestinians.,https://www.jpost.com/israel-news/article-725521,
DO_NOT_BUY,Fila,Fashion,Athletic Shoes and Apparel,Fila Holdings,,Fila sponsors the Maccabi Tel Aviv football/soccer team.,https://www.maccabi-tlv.co.il/en/2021/07/maccabi-fila-present-new-202122-home-kit/,
DO_NOT_BUY,Filorga,Personal Care-Beauty,Skincare | Sunscreen,Colgate Palmolive,,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Finish,Household-Cleaning,Dishwasher Detergent,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,Finley,Food-Beverage,Water-Sparkling,Coca-Cola,Europe,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Fioravanti,Food-Beverage,Soda,Coca-Cola,Latin America,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,First Aid Beauty,Personal Care-Beauty,Skincare,Procter and Gamble,China,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Fisher-Price,Entertainment,Toys and Games,Mattel,,"Mattel CEO signed a joint letter by 15 industry executives, saying ""We unequivocally stand in solidarity with Israel in the global fight against terrorismÓ.",https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/,
DO_NOT_BUY,Fissan,Baby,Baby Products,Unilever,Europe | Africa,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Fitbit,Technology,Fitness Tech,Alphabet Inc.,,"Alphabet Inc owns Google. Amazon and Google are working together on Project Nimbus, a $1.2bn contract to provide cloud services for the Israeli military and government, allowing for further surveillance of and unlawful data collection on Palestinians, and facilitates expansion of IsraelÕs illegal settlements on Palestinian land.",https://www.theguardian.com/commentisfree/2021/oct/12/google-amazon-workers-condemn-project-nimbus-israeli-military-contract,
DO_NOT_BUY,Fitness Cereal,Food,Cereal,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Five Alive,Food-Beverage,Fruit Drinks,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Fiverr,Technology,Freelance Marketplace,Fiverr,,"Israeli owned freelance marketplace. Based in Tel Aviv. CEO, Micha Kaufman, is a staunch zionist who supports the IOF.",https://twitter.com/michakaufman,
DO_NOT_BUY,Fixodent,Personal Care-Dental,Denture Care,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
